Timeout before autoexit passed in: -1
Identifier passed in: 26160
17:27:24.555154 | INFO    | fractal/logging/logging.c           | init_logger                   :108   | Logging initialized!
17:28:25.946641 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.946650 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.946658 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.946669 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.946678 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.946714 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.946729 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.946744 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.946759 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.946775 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.946786 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.946794 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.946802 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.946832 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.946847 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.946882 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.954561 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.954593 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.954709 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.954734 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.954754 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.954777 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.954795 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.954804 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.954819 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.954827 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.954855 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.954864 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.954870 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.954894 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.954912 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.954922 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.954940 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.954947 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.961611 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:25.961634 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.961657 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.961678 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.961693 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.961755 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.961771 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.961778 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.961785 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.961807 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.961817 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.961856 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.961885 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.961896 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.961935 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.961963 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.961973 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.961982 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.961990 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.970810 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.970895 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.970906 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.970975 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.970992 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.971008 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.971085 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.971098 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.971127 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.971156 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.971217 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.971233 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.971299 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.971318 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.971329 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.971336 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.971346 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.971365 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.978571 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.978590 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.978608 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.978638 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.978648 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.978669 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.978708 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.978731 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.978761 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.978801 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.978811 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.978861 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.978911 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.978965 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.978983 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.978988 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.978998 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.979004 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.985048 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.985286 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.985308 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.985316 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.985324 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.985339 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.985347 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.985362 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.985374 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.985381 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.985396 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.985407 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.985421 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.985432 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.985441 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.985454 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.985503 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.985579 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.990255 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.990274 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.990284 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.990299 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.990308 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.990353 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.990392 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.990404 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.990414 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.990437 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.990467 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.990511 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.990523 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.990562 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.990621 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.990632 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.990642 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.990652 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.998620 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.998641 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.998652 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.998672 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.998685 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.998700 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.998713 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.998745 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.998759 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.998766 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.998779 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.998792 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.998804 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.998832 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.998843 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.998858 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.998868 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:25.998896 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.006540 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.006572 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.006582 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.006596 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.006611 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.006642 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.006658 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.006765 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.006797 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.006815 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.006831 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.006836 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.006842 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.006850 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.006855 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.006862 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.006871 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.006876 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.014525 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:26.014594 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.014611 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.014617 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.014644 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.014676 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:26.070558 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:26.123954 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:26.170261 | INFO    | server/handle_client_message.c      | handle_ping_message           :245   | Ping Received - Ping ID 82
17:28:26.178514 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:26.234538 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:26.286225 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:26.338527 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:26.394541 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:26.448669 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:26.502562 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:26.554522 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:26.606543 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:26.657285 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:26.670576 | INFO    | server/handle_client_message.c      | handle_ping_message           :245   | Ping Received - Ping ID 83
17:28:26.710584 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:26.762537 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:26.814686 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:26.865982 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:26.918561 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:26.974600 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:27.028258 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:27.082554 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:27.106762 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.106779 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.106810 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.106870 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.106882 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.106949 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.106983 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.106995 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.107001 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.107051 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.107071 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.107088 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.107097 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.107111 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.107137 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.107151 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.107627 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.107643 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.107653 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.107670 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.107680 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.107689 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.107697 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.134520 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:27.172198 | INFO    | server/handle_client_message.c      | handle_ping_message           :245   | Ping Received - Ping ID 84
17:28:27.186555 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:27.242554 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:27.298541 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:27.340577 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.340617 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.340627 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.340645 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.340658 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.341821 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.341841 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.352526 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:27.406549 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:27.458573 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:27.510537 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:27.561137 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:27.574528 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.574547 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.575649 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.610586 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.610621 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.610634 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.610648 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.610663 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.612375 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:27.612409 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.612420 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.622450 | INFO    | server/network.c                    | try_get_next_message_tcp      :267   | Received TCP Packet: Size 48
17:28:27.622468 | INFO    | server/main.c                       | get_fractal_client_messages   :159   | TCP Packet type: 109
17:28:27.622473 | INFO    | server/handle_client_message.c      | handle_tcp_ping_message       :277   | TCP Ping Received - TCP Ping ID 22
17:28:27.622491 | INFO    | fractal/network/tcp.c               | tcp_send_constructed_packet   :182   | Sending a FractalPacket of size 75 over TCP
17:28:27.630957 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.630982 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.631056 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:27.631074 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
